MinTemp,MaxTemp,Rainfall,WindGustSpeed,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainTomorrow
8.0,25.6,0.0,46,13,26,37,49,1014.5,1011.5,18.6,22.9,1
18.5,24.0,11.2,33,9,9,91,88,1011.8,1009.2,22.1,22.3,1
9.0,16.2,0.0,61,15,26,76,96,1009.8,1005.9,14.4,14.5,1
18.1,27.2,0.0,69,11,19,54,29,1016.9,1011.6,19.9,26.6,1
14.8,21.7,0.0,43,22,17,68,65,1014.5,1012.0,18.5,20.2,1
14.2,17.1,25.0,50,30,13,75,93,1033.1,1031.1,17.0,14.6,1
11.1,16.4,2.0,67,37,31,80,68,1012.5,1016.8,13.2,14.5,1
8.2,12.4,4.8,80,44,41,90,65,1007.3,1009.1,8.8,10.1,1
21.4,28.1,0.6,44,7,17,73,65,1011.5,1011.3,24.0,23.7,1
15.8,22.1,33.8,43,13,24,89,88,1014.7,1011.7,17.4,19.4,1
